ID,Group,file_name,session_file_name,session_uuid,time_to_triage_scene,time_to_last_hemorrhage_controlled,time_to_hemorrhage_control_per_patient,mean_percentage_tag_correct,over_triage_error_rate,under_triage_error_rate,critical_triage_error_rate,encounter_layout
Responder 264,Paramedic,First responder master registry v2.0/23.08.08.0947.csv,23.08.08.0947.csv,02f6a42e-5211-40ea-8384-824a83ab6760,620353,467032,51808.0,63.63636364,9,27.3,0,First 11
Responder 265,Paramedic,First responder master registry v2.0/23.08.08.1007.csv,23.08.08.1007.csv,25de35e0-354f-4785-9738-31c44e37fcbc,481026,308121,8070.75,63.63636364,3e+01,9.1,0,First 11
Responder 266,Paramedic,First responder master registry v2.0/23.08.08.1109.csv,23.08.08.1109.csv,ffecd29f-ebcd-45d2-9bc1-12adf56cfff8,558189,292312,44801.5,90.90909091,9,0.0,0,First 11
Responder 267,Paramedic,First responder master registry v2.0/23.08.08.1134.csv,23.08.08.1134.csv,3e4e23e4-ce9e-44b7-9a1e-6e2923b33123,318103,260514,11221.75,90.90909091,9,0.0,0,First 11
Responder 268,Paramedic,First responder master registry v2.0/23.08.08.1146.csv,23.08.08.1146.csv,1563e213-aaa4-4b79-84a1-8f917ea9f7a9,249628,179048,7362.0,100.00000000,0,0.0,0,First 11
Responder 269,Paramedic,First responder master registry v2.0/23.08.08.1338.csv,23.08.08.1338.csv,36ebe99c-dcda-4677-945c-cb05f312d61c,551858,322208,10763.75,81.81818182,9,9.1,0,First 11
Responder 270,Paramedic,First responder master registry v2.0/23.08.08.1405.csv,23.08.08.1405.csv,b97bfac8-c52a-4019-8494-1e9ae36df7cf,450253,290584,12584.5,81.81818182,9,9.1,0,First 11
Responder 271,Paramedic,First responder master registry v2.0/23.08.09.0800.csv,23.08.09.0800.csv,445ceb23-1514-4490-9aa6-f2fc55b5d28e,363771,284789,25307.0,45.45454545,2e+01,27.3,9,First 11
Responder 272,Paramedic,First responder master registry v2.0/23.08.09.0952.csv,23.08.09.0952.csv,496ff2bf-605d-4654-b945-dc2b0aaea626,454979,291981,10321.75,63.63636364,2e+01,18.2,0,First 11
Responder 273,Paramedic,First responder master registry v2.0/23.08.09.1009.csv,23.08.09.1009.csv,693461dd-b8f6-4c60-92b6-bd1db0ffcac8,484017,302260,8023.0,81.81818182,9,9.1,0,First 11
Responder 274,Paramedic,First responder master registry v2.0/23.08.09.1211.csv,23.08.09.1211.csv,dfa09c43-42f4-4cb5-8f74-381744e0d320,467770,304552,15979.5,63.63636364,2e+01,10.0,0,First 11
Responder 275,Paramedic,First responder master registry v2.0/23.08.09.1233.csv,23.08.09.1233.csv,44458d4a-3cce-4907-85e3-3db1375ce6bb,519379,380512,11763.25,72.72727273,2e+01,0.0,0,First 11
Responder 276,EMT-Basic,First responder master registry v2.0/23.08.10.0841.csv,23.08.10.0841.csv,0786a1df-d010-4b1b-a99a-e00df486d479,458250,236370,20468.75,54.54545455,2e+01,18.2,9,First 11
Responder 277,Paramedic,First responder master registry v2.0/23.08.10.1034.csv,23.08.10.1034.csv,f5dafd5d-461d-4440-9e3b-1b1c899df9e4,518564,308159,10604.5,90.90909091,9,0.0,0,First 11
Responder 278,EMT-Basic,First responder master registry v2.0/23.08.10.1057.csv,23.08.10.1057.csv,14f8e67c-bdc3-4c9c-9603-70cd51eb2367,463751,246484,7463.5,81.81818182,0,9.1,9,First 11
Responder 279,Paramedic,First responder master registry v2.0/23.08.10.1112.csv,23.08.10.1112.csv,37daf3d7-4288-4954-a0bd-ca6872cf1e82,610969,384313,10198.5,72.72727273,9,18.2,0,First 11
Responder 280,Paramedic,First responder master registry v2.0/23.08.10.1131.csv,23.08.10.1131.csv,13862ebb-4616-4d09-a725-c34661b6fa9c,470781,368082,18265.5,81.81818182,0,18.2,0,First 11
Responder 281,Paramedic,First responder master registry v2.0/23.08.10.1225.csv,23.08.10.1225.csv,20e5782a-d6f7-4361-a590-7e710c176765,274799,129668,6642.5,90.90909091,0,9.1,0,First 11
Responder 282,Paramedic,First responder master registry v2.0/23.08.16.1053.csv,23.08.16.1053.csv,cde3b77f-2e08-4b86-9081-d0faa979cbc8,509732,272814,9225.25,54.54545455,5e+01,0.0,0,First 11
