text_str,ent_phrase,ent_type,ent_start,ent_end,nlp_word,nlp_tag,nlp_type,nlp_pofs,bert_word,bert_entity,bert_score,bert_start,bert_end,is_probe,lr_is_probe,rf_is_probe,hgb_is_probe
müller,,,,,Müller,NNP,ORG,PROPN,,,,,,False,,,
typewritten,,,,,typewritten,JJ,,ADJ,,,,,,False,,,
chlamydia,,,,,,,ORG,,,,,,,False,,,
respecting the laws and customs of war on land (hr,Respecting the Laws and Customs of War on Land (HR,WORK_OF_ART,110704.0,110754.0,,,,,,,,,,False,,,
layered,,,,,layered,,,,,,,,,False,,,
liberty,,,,,,,,,,,,,,False,,,
groin,,,,,groin,,,,,,,,,False,,,
"37(pp89,167",,,,,"37(pp89,167",CD,CARDINAL,NUM,,,,,,False,,,
dispirited,,,,,dispirited,VBN,,VERB,,,,,,False,,,
rudiments,,,,,rudiments,NNS,,NOUN,,,,,,False,,,
japanese biomedical experimentation,Japanese Biomedical Experimentation,ORG,0.0,35.0,,,,,,,,,,False,,,
67%,67%,PERCENT,,,,,,,,,,,,False,,,
"25(pp12,64,136",,,,,"25(pp12,64,136",NNP,CARDINAL,PROPN,,,,,,False,,,
guidance,,,,,,,,,,,,,,False,,,
remilitary medical ethics,reMilitary Medical Ethics,ORG,34313.0,34338.0,,,,,,,,,,False,,,
campanile,,,,,,,,,Campanile,I-LOC,0.9130182266235352,956.0,965.0,False,,,
4n0x1,,,,,4N0X1,NNP,CARDINAL,PROPN,,,,,,False,,,
"5,125",,,,,"5,125",CD,CARDINAL,NUM,,,,,,False,,,
references-1,,,,,References-1,NNP,,PROPN,,,,,,False,,,
intertwine,,,,,intertwine,VB,,VERB,,,,,,False,,,
fluss,,,,,Fluss,NNP,,PROPN,,,,,,False,,,
signature,,,,,signature,NN,,NOUN,,,,,,False,,,
confined,,,,,confined,,,VERB,,,,,,False,,,
biffl wl,Biffl WL,ORG,95630.0,95638.0,,,,,,,,,,False,,,
percussion,,,,,percussion,NN,,NOUN,,,,,,False,,,
1996;276:1662–1666,,,,,1996;276:1662–1666,CD,,NUM,,,,,,False,,,
"geneva gas
convention","Geneva Gas
Convention",ORG,59566.0,59587.0,,,,,,,,,,False,,,
proportionate,,,,,proportionate,JJ,,ADJ,,,,,,False,,,
redesign,,,,,redesign,NN,,NOUN,,,,,,False,,,
the hospital department’s,the Hospital Department’s,ORG,3378.0,3403.0,,,,,,,,,,False,,,
refugees,,,,,,,,,,,,,,False,,,
www.enter.net/~jfsorg/officialdocuments_files/eo13139.htm,,,,,www.enter.net/~jfsorg/OfficialDocuments_files/EO13139.htm,NN,,NOUN,,,,,,False,,,
crystalizing,,,,,crystalizing,VBG,,VERB,,,,,,False,,,
duke university press,Duke University Press,ORG,125382.0,125403.0,,,,,,,,,,False,,,
undulating,,,,,,,,,,,,,,False,,,
interrogations,,,,,,,,,,,,,,False,,,
respecting the laws and customs,Respecting the Laws and Customs,WORK_OF_ART,110599.0,110630.0,,,,,,,,,,False,,,
disparity,,,,,,NN,,NOUN,,,,,,False,,,
itemized,,,,,,,,,,,,,,False,,,
"feminist ethics
tell","Feminist Ethics
Tell",ORG,136468.0,136488.0,,,,,,,,,,False,,,
acetylcysteine,,,,,acetylcysteine,NN,,NOUN,,,,,,False,,,
the pacific command,the Pacific Command,ORG,,,,,,,,,,,,False,,,
1–5,,,,,1–5,CD,CARDINAL,NUM,,,,,,False,,,
fouad,,,,,Fouad,NNP,ORG,PROPN,,,,,,False,,,
taliban,,,,,Taliban,NNP,ORG,PROPN,,,,,,False,,,
nearly 90%,,PERCENT,,,,,,,,,,,,False,,,
lumley,,,,,Lumley,NNP,GPE,PROPN,,,,,,False,,,
hohenlychen,,,,,Hohenlychen,NNP,GPE,PROPN,,,,,,False,,,
the weighted airman promotion system,the Weighted Airman Promotion System,ORG,10343.0,10379.0,,,,,,,,,,False,,,
hallein,,,,,Hallein,NNP,GPE,PROPN,,,,,,False,,,
cornerstone,,,,,cornerstone,NN,,NOUN,,,,,,False,,,
windlass,,,,,windlass,NN,,NOUN,,,,,,False,,,
cowardly,,,,,cowardly,JJ,,ADJ,,,,,,False,,,
23 18-liter,23 18-liter,QUANTITY,92805.0,92816.0,,,,,,,,,,False,,,
15–20,,,,,15–20,CD,CARDINAL,NUM,,,,,,False,,,
"the college of medicine, university of tennessee","the College of Medicine, University of Tennessee",ORG,83309.0,83357.0,,,,,,,,,,False,,,
fall of the imperial army,Fall of the Imperial Army,WORK_OF_ART,43679.0,43704.0,,,,,,,,,,False,,,
ar 350-1)/marine,AR 350-1)/Marine,PRODUCT,23570.0,23586.0,,,,,,,,,,False,,,
reidel,,,,,Reidel,NNP,,PROPN,,,,,,False,,,
plans,,,,,,,,,,,,,,False,,,
20/30,,,,,20/30,CD,CARDINAL,NUM,,,,,,False,,,
shop,,,,,shop,NN,,NOUN,,,,,,False,,,
21–44,,,,,21–44,CD,CARDINAL,NUM,,,,,,False,,,
inferred,,,,,inferred,VBN,,VERB,,,,,,False,,,
induces,,,,,induces,VBZ,,VERB,,,,,,False,,,
substantively,,,,,substantively,RB,,ADV,,,,,,False,,,
wisdom)—that,,,,,wisdom)—that,NN,,NOUN,,,,,,False,,,
telegrams,,,,,telegrams,NNS,,NOUN,,,,,,False,,,
solution,,,,,,,,,,,,,,False,,,
"the
armed forces","the
armed forces",ORG,,,,,,,,,,,,False,,,
the national advisory health council,the National Advisory Health Council,ORG,54046.0,54082.0,,,,,,,,,,False,,,
declassified,,,,,,VBN,,VERB,,,,,,False,,,
transverse,,,,,transverse,JJ,,ADJ,,,,,,False,,,
campus,,,,,,,,,,,,,,False,,,
disorders,,,,,,,,,,,,,,False,,,
bined,,,,,bined,VBD,,VERB,,,,,,False,,,
"clinical ethics workup guide
others","Clinical Ethics Workup Guide
Others",ORG,126475.0,126510.0,,,,,,,,,,False,,,
pancreatitis,,,,,pancreatitis,NN,,NOUN,,,,,,False,,,
relegated,,,,,relegated,VBN,,VERB,,,,,,False,,,
propel,,,,,propel,VB,,VERB,,,,,,False,,,
war department,War Department,ORG,,,,,,,,,,,,False,,,
"national socialist physicians
league","National Socialist Physicians
League",ORG,69545.0,69581.0,,,,,,,,,,False,,,
"position/name
organization
gauleiter dr.","Position/Name
Organization
Gauleiter Dr.",ORG,91918.0,91958.0,,,,,,,,,,False,,,
reverence,,,,,reverence,NN,,NOUN,,,,,,False,,,
bethda,,,,,,,,,Bethda,I-ORG,0.4543159604072571,1389.0,1397.0,False,,,
demigod,,,,,demigod,JJ,,ADJ,,,,,,False,,,
olympics,,,,,Olympics,NNPS,EVENT,PROPN,,,,,,False,,,
2009:29–41,,,,,2009:29–41,CD,CARDINAL,NUM,,,,,,False,,,
carrick,,,,,Carrick,NNP,ORG,PROPN,,,,,,False,,,
minivan,,,,,minivan,NN,,NOUN,,,,,,False,,,
sanctified,,,,,sanctified,VBN,,VERB,,,,,,False,,,
jr.,,,,,Jr.,NNP,,PROPN,,,,,,False,,,
"the national pressure ulcer advisory 
panel","The National Pressure Ulcer Advisory 
Panel",ORG,22494.0,22537.0,,,,,,,,,,False,,,
exacerbate,,,,,exacerbate,VB,,VERB,,,,,,False,,,
scopes,,,,,scopes,NNS,,NOUN,,,,,,False,,,
annual,,,,,,,,,,,,,,False,,,
equally,,,,,,RB,,ADV,,,,,,False,,,
381,,,,,381,CD,CARDINAL,NUM,,,,,,False,,,
1933):156,,,,,1933):156,CD,,NUM,,,,,,False,,,
20 square kilometers,20 square kilometers,QUANTITY,70391.0,70411.0,,,,,,,,,,False,,,
smelling,,,,,smelling,VBG,,VERB,,,,,,False,,,
2008;173(6):555–562,,,,,2008;173(6):555–562,CD,CARDINAL,NUM,,,,,,False,,,
dehydration,,,,,,,,,,,,,,False,,,
http://archive.defense.gov/news/newsarticle,,,,,http://archive.defense.gov/news/newsarticle,NNP,,PROPN,,,,,,False,,,
manipulated,,,,,manipulated,VBN,,VERB,,,,,,False,,,
101–124,,,,,101–124,CD,CARDINAL,NUM,,,,,,False,,,
"professor of philosophy, department of english","Professor of Philosophy, Department of English",WORK_OF_ART,149.0,195.0,,,,,,,,,,False,,,
2 minutes,2 minutes,TIME,,,,,,,,,,,,False,,,
6s 1,6s 1,CARDINAL,71951.0,71955.0,,,,,,,,,,False,,,
sedan,,,,,Sedan,NNP,NORP,PROPN,,,,,,False,,,
s40719,,,,,s40719,NNP,,PROPN,,,,,,False,,,
rushing,,,,,rushing,VBG,,VERB,,,,,,False,,,
emer,,,,,emer,RB,,ADV,,,,,,False,,,
festinger,,,,,Festinger,NNP,ORG,PROPN,,,,,,False,,,
2010,,,,,2010,CD,ORG,NUM,,,,,,False,,,
amazed,,,,,amazed,JJ,,ADJ,,,,,,False,,,
naval historical center,Naval Historical Center,ORG,1367.0,1390.0,,,,,,,,,,False,,,
1985;98(2):310,,,,,1985;98(2):310,CD,CARDINAL,NUM,,,,,,False,,,
"data and safety monitoring
board","Data and Safety Monitoring
Board",ORG,435405.0,435437.0,,,,,,,,,,False,,,
photo,,,,,,,,,,,,,,False,,,
sensitive messages and health beliefs,Sensitive Messages and Health Beliefs,WORK_OF_ART,84962.0,84999.0,,,,,,,,,,False,,,
illogical,,,,,illogical,JJ,,ADJ,,,,,,False,,,
designation,,,,,,,,,,,,,,False,,,
refuse,,,,,refuse,,,VERB,,,,,,False,,,
multifunctional,,,,,multifunctional,JJ,,ADJ,,,,,,False,,,
slaves,,,,,slaves,NNS,,NOUN,,,,,,False,,,
wilson ib,Wilson IB,ORG,45654.0,45663.0,,,,,,,,,,False,,,
torturer,,,,,torturer,NN,,NOUN,,,,,,False,,,
publication of the facts,Publication of the facts,WORK_OF_ART,744827.0,744851.0,,,,,,,,,,False,,,
adjacent,,,,,adjacent,JJ,,ADJ,,,,,,False,,,
m40,,,,,M40,NNP,,PROPN,,,,,,False,,,
equity,,,,,,,,,,,,,,False,,,
67–68,,,,,67–68,CD,CARDINAL,NUM,,,,,,False,,,
"tradition,39",,,,,"tradition,39",NN,,NOUN,,,,,,False,,,
the supreme court’s,,ORG,,,,,,,,,,,,False,,,
"the public health 
service commissioned corps","the Public Health 
Service Commissioned Corps",ORG,95969.0,96014.0,,,,,,,,,,False,,,
bank,,,,,,,,,,,,,,False,,,
org,,,,,org,,,,,,,,,False,,,
justice cordoza,Justice Cordoza,ORG,103338.0,103353.0,,,,,,,,,,False,,,
modern democracies,Modern Democracies,ORG,408.0,426.0,,,,,,,,,,False,,,
20/400,,,,,20/400,CD,CARDINAL,NUM,,,,,,False,,,
cans,,,,,cans,NNS,,NOUN,,,,,,False,,,
talents,,,,,talents,NNS,,NOUN,,,,,,False,,,
overutilized,,,,,overutilized,VBD,,VERB,,,,,,False,,,
intersecting,,,,,intersecting,JJ,,ADJ,,,,,,False,,,
kottman,,,,,Kottman,NNP,ORG,PROPN,,,,,,False,,,
trask,,,,,Trask,NNP,,PROPN,,,,,,False,,,
66–87,,,,,66–87,CD,,NUM,,,,,,False,,,
involved,,,,,,,,,,,,,,False,,,
saver,,,,,saver,NN,,NOUN,,,,,,False,,,
task 2,Task 2,PRODUCT,29743.0,29749.0,,,,,,,,,,False,,,
frigate,,,,,,NNP,,PROPN,,,,,,False,,,
world-war,World-War,EVENT,35527.0,35536.0,,,,,,,,,,False,,,
angina,,,,,angina,NN,,NOUN,,,,,,False,,,
pdrl,,,,,PDRL,NNP,,PROPN,,,,,,False,,,
simon,,,,,Simon,NNP,ORG,PROPN,,,,,,False,,,
stays,,,,,stays,,,,,,,,,False,,,
e. tacevac medical,e. TACEVAC medical,ORG,31555.0,31573.0,,,,,,,,,,False,,,
seattle,,,,,Seattle,NNP,,PROPN,,,,,,False,,,
introducer,,,,,introducer,NN,,NOUN,,,,,,False,,,
subpopulations,,,,,subpopulations,NNS,,NOUN,,,,,,False,,,
allround,,,,,allround,NNP,,PROPN,,,,,,False,,,
"• 
","• 
",,,,,,,,,,,,,False,,,
html,,,,,html,NNS,,NOUN,,,,,,False,,,
neglectful,,,,,neglectful,JJ,,ADJ,,,,,,False,,,
conclusion,,,,,,,,,,,,,,False,,,
"air force 
tactics","Air Force 
Tactics",ORG,80061.0,80079.0,,,,,,,,,,False,,,
dla nomenclature,DLA Nomenclature,ORG,61364.0,61380.0,,,,,,,,,,False,,,
431,,,,,431,CD,CARDINAL,NUM,,,,,,False,,,
us consumer electronics industry,US Consumer Electronics Industry,ORG,11582.0,11614.0,,,,,,,,,,False,,,
"the armed
forces","the Armed
Forces",ORG,69670.0,69686.0,,,,,,,,,,False,,,
instruments,,,,,,,,,,,,,,False,,,
sams cf,Sams CF,ORG,57595.0,57602.0,,,,,,,,,,False,,,
stylized,,,,,stylized,JJ,,ADJ,,,,,,False,,,
rotondo mf,Rotondo MF,ORG,81550.0,81560.0,,,,,,,,,,False,,,
tzu,,,,,Tzu,NNP,FAC,PROPN,,,,,,False,,,
243,,,,,243,CD,CARDINAL,NUM,,,,,,False,,,
2007:22(7):1035,,,,,2007:22(7):1035,CD,CARDINAL,NUM,,,,,,False,,,
writing,,,,,,,,,,,,,,False,,,
medical transports,MEDICAL TRANSPORTS,ORG,387.0,405.0,,,,,,,,,,False,,,
zika,,,,,Zika,NNP,,PROPN,,,,,,False,,,
installment,,,,,installment,NN,,NOUN,,,,,,False,,,
guideline 17,Guideline 17,FAC,317607.0,317619.0,,,,,,,,,,False,,,
pamphlet,,,,,,,,,,,,,,False,,,
stoughton,,,,,Stoughton,NNP,ORG,PROPN,,,,,,False,,,
"surgeon
fig","Surgeon
Fig",ORG,9299.0,9310.0,,,,,,,,,,False,,,
unantenne,,,,,Unantenne,NNP,,PROPN,,,,,,False,,,
•six,,,,,•Six,NN,,NOUN,,,,,,False,,,
wagener,,,,,Wagener,NNP,,PROPN,,,,,,False,,,
1986;151(2):130,,,,,1986;151(2):130,NNP,CARDINAL,PROPN,,,,,,False,,,
forcibly,,,,,,RB,,ADV,,,,,,False,,,
"600-100,1","600-100,1",CARDINAL,12648.0,12657.0,,,,,,,,,,False,,,
forrand,,,,,Forrand,NNP,ORG,PROPN,,,,,,False,,,
determinants,,,,,,,,,,,,,,False,,,
damman,,,,,Damman,NNP,ORG,PROPN,,,,,,False,,,
ceasefires,,,,,ceasefires,NNS,,NOUN,,,,,,False,,,
air force instruction,Air Force Instruction,,,,,,,,,,,,,False,,,
operational behavioral health,Operational Behavioral Health,ORG,6429.0,6458.0,,,,,,,,,,False,,,
fmso,,,,,FMSO,NNP,,PROPN,,,,,,False,,,
between two or more,between two or more,CARDINAL,19655.0,19674.0,,,,,,,,,,False,,,
20 iu/kg,20 IU/kg,QUANTITY,21833.0,21841.0,,,,,,,,,,False,,,
curtiss,,,,,Curtiss,NNP,,PROPN,,,,,,False,,,
"mouth
lacrimation and salivation
muscular
fasciculations","Mouth
Lacrimation and Salivation
Muscular
Fasciculations",ORG,15091.0,15147.0,,,,,,,,,,False,,,
2241(c)-(e,,,,,2241(c)-(e,CD,,NUM,,,,,,False,,,
stretch,,,,,stretch,,,,,,,,,False,,,
m/980,,,,,m/980,NNP,,PROPN,,,,,,False,,,
ventilators,,,,,ventilators,NNS,,NOUN,,,,,,False,,,
1993;16(3–4):371–391,,,,,1993;16(3–4):371–391,CD,,NUM,,,,,,False,,,
256–264,,,,,256–264,CD,CARDINAL,NUM,,,,,,False,,,
complemented,,,,,complemented,VBN,,VERB,,,,,,False,,,
over,,,,,,,,,,,,,,False,,,
122,,,,,122,CD,CARDINAL,NUM,,,,,,False,,,
https://en.m.wikipedia.org/wiki/,,,,,https://en.m.wikipedia.org/wiki/,NN,,NOUN,,,,,,False,,,
2–3,,,,,2–3,,CARDINAL,,,,,,,False,,,
"the international law of war
war","the International Law of War
War",LAW,51722.0,51754.0,,,,,,,,,,False,,,
bello,,,,,,,GPE,,,,,,,False,,,
2004;27(4):376–382,,,,,2004;27(4):376–382,CD,CARDINAL,NUM,,,,,,False,,,
512(k)(1,,,,,512(k)(1,CD,,NUM,,,,,,False,,,
249th,,,,,249th,JJ,ORG,ADJ,,,,,,False,,,
american college,American College,ORG,31801.0,31817.0,,,,,,,,,,False,,,
nonspefigure,,,,,nonspeFigure,RB,,ADV,,,,,,False,,,
rating,,,,,,,,,,,,,,False,,,
inhibiting,,,,,inhibiting,VBG,,VERB,,,,,,False,,,
bilski,,,,,Bilski,NNP,,PROPN,,,,,,False,,,
"the national society of the daughters of the american
revolution","the National Society of the Daughters of the American
Revolution",ORG,8658.0,8722.0,,,,,,,,,,False,,,
carnage,,,,,carnage,NN,,NOUN,,,,,,False,,,
mucoadhesive,,,,,,,,,,,,,,False,,,
emitters,,,,,emitters,NNS,,NOUN,,,,,,False,,,
civilizations,,,,,civilizations,NNS,,NOUN,,,,,,False,,,
complacent,,,,,complacent,JJ,,ADJ,,,,,,False,,,
tidewater,,,,,Tidewater,NNP,NORP,PROPN,,,,,,False,,,
applied ethics,Applied Ethics,ORG,115979.0,115993.0,,,,,,,,,,False,,,
new guinea,New Guinea,GPE,,,,,,,,,,,,False,,,
hydrosphere,,,,,hydrosphere,RB,,ADV,,,,,,False,,,
imposed,,,,,,,,VERB,,,,,,False,,,
quaker and military boarding schools,Quaker and Military Boarding Schools,ORG,114663.0,114699.0,,,,,,,,,,False,,,
120b,,,,,120b,NNPS,LAW,PROPN,,,,,,False,,,
transformational,,,,,transformational,JJ,,ADJ,,,,,,False,,,
cary,,,,,Cary,NNP,GPE,PROPN,,,,,,False,,,
1 foot,1 foot,QUANTITY,32809.0,32815.0,,,,,,,,,,False,,,
relief,,,,,,,,,,,,,,False,,,
amenable,,,,,,JJ,,ADJ,,,,,,False,,,
single military,Single Military,ORG,56551.0,56566.0,,,,,,,,,,False,,,
hc,,,,,HC,NNP,,PROPN,,,,,,False,,,
hull,,,,,,,,,,,,,,False,,,
renservi,,,,,,,,,RENSERVI,I-ORG,0.66365647315979,1296.0,1311.0,False,,,
40-80,40-80,TIME,32012.0,32017.0,,,,,,,,,,False,,,
reconsider,,,,,reconsider,VB,,VERB,,,,,,False,,,
hhc,,,,,HHC,NNP,,PROPN,,,,,,False,,,
dictating,,,,,dictating,VBG,,VERB,,,,,,False,,,
probe,,,,,probe,NN,,NOUN,,,,,,False,,,
2005;23(2):230–250,,,,,2005;23(2):230–250,CD,CARDINAL,NUM,,,,,,False,,,
the house of representatives,the House of Representatives,ORG,,,,,,,,,,,,False,,,
deadlift,,,,,deadlift,NN,,NOUN,,,,,,False,,,
dried,,,,,dried,VBN,,VERB,,,,,,False,,,
171–180,,,,,171–180,CD,CARDINAL,NUM,,,,,,False,,,
opioid-,,,,,OPIOID-,NN,,NOUN,,,,,,False,,,
s431–437,,,,,S431–437,NNS,,NOUN,,,,,,False,,,
374,,,,,374,CD,CARDINAL,NUM,,,,,,False,,,
s12,,,,,S12,NNP,WORK_OF_ART,PROPN,,,,,,False,,,
contributed,,,,,contributed,,,VERB,,,,,,False,,,
the white house,,ORG,,,,,,,,,,,,False,,,
the theater detainee information center,The Theater Detainee Information Center,ORG,336921.0,336960.0,,,,,,,,,,False,,,
rekindled,,,,,rekindled,VBN,,VERB,,,,,,False,,,
ilse,,,,,Ilse,RB,,ADV,,,,,,False,,,
international guidelines for ethical review of epidemiological,INTERNATIONAL GUIDELINES FOR ETHICAL REVIEW OF EPIDEMIOLOGICAL,EVENT,219490.0,219552.0,,,,,,,,,,False,,,
the modern combat environment,the Modern Combat Environment,ORG,138831.0,138860.0,,,,,,,,,,False,,,
cerebrospinal,,,,,,JJ,,ADJ,,,,,,False,,,
specialis,,,,,,,,,,,,,,False,,,
glossary-4,,,,,Glossary-4,NNP,,PROPN,,,,,,False,,,
pneumonic,,,,,,,,,,,,,,False,,,
m5830,,,,,M5830,NNP,,PROPN,,,,,,False,,,
sentiments,,,,,sentiments,NNS,,NOUN,,,,,,False,,,
strived,,,,,strived,VBD,,VERB,,,,,,False,,,
1968;78:269–279,,,,,1968;78:269–279,ADD,CARDINAL,X,,,,,,False,,,
1849–1919,,,,,1849–1919,NNP,CARDINAL,PROPN,,,,,,False,,,
tolerating,,,,,tolerating,VBG,,VERB,,,,,,False,,,
"the
military mind","The
Military Mind",WORK_OF_ART,33173.0,33190.0,,,,,,,,,,False,,,
listings,,,,,listings,NNS,,NOUN,,,,,,False,,,
phan,,,,,,,,,Phan,I-MISC,0.644982099533081,1058.0,1067.0,False,,,
valhalla,,,,,,,,,Valhalla,I-LOC,0.9870606064796448,1005.0,1013.0,False,,,
warmer,,,,,,,,,,,,,,False,,,
operation urgent fury,Operation URGENT FURY,ORG,17609.0,17630.0,,,,,,,,,,False,,,
subdiscipline,,,,,subdiscipline,NN,,NOUN,,,,,,False,,,
471,,,,,471,CD,,NUM,,,,,,False,,,
fulfils,,,,,fulfils,VBZ,,VERB,,,,,,False,,,
cx,,,,,,NNP,ORG,PROPN,,,,,,False,,,
the third reich,the Third Reich,,,,,,,,,,,,,False,,,
ball,,,,,ball,NN,,NOUN,,,,,,False,,,
round squad automatic weapon,Round Squad Automatic Weapon,ORG,71702.0,71730.0,,,,,,,,,,False,,,
lazare a,Lazare A,ORG,40864.0,40872.0,,,,,,,,,,False,,,
2015;15(1):13–20,,,,,2015;15(1):13–20,CD,CARDINAL,NUM,,,,,,False,,,
"the naval
medical center","the Naval
Medical Center",FAC,73523.0,73547.0,,,,,,,,,,False,,,
the kennedy institute of ethics,the Kennedy Institute of Ethics,ORG,39736.0,39767.0,,,,,,,,,,False,,,
358–389,,,,,358–389,CD,CARDINAL,NUM,,,,,,False,,,
fall;13(3):5,,,,,FALL;13(3):5,NN,,NOUN,,,,,,False,,,
2013;74:1260–1265,,,,,2013;74:1260–1265,CD,CARDINAL,NUM,,,,,,False,,,
the military medical officer,the Military Medical Officer,ORG,,,,,,,,,,,,False,,,
the society for general internal medicine,the Society for General Internal Medicine,ORG,52361.0,52402.0,,,,,,,,,,False,,,
1941–1945,,,,,1941–1945,NNP,CARDINAL,PROPN,,,,,,False,,,
condensed,,,,,,,,,,,,,,False,,,
carnegie endowment of international peace,Carnegie Endowment of International Peace,ORG,132287.0,132328.0,,,,,,,,,,False,,,
musket,,,,,musket,NN,,NOUN,,,,,,False,,,
345,,,,,345,CD,,NUM,,,,,,False,,,
http://bioethics.gov/nbac.html,,,,,http://bioethics.gov/nbac.html,ADD,,X,,,,,,False,,,
printing office,Printing Office,ORG,73435.0,73450.0,,,,,,,,,,False,,,
displaces,,,,,displaces,VBZ,,VERB,,,,,,False,,,
bigelow,,,,,Bigelow,NNP,GPE,PROPN,,,,,,False,,,
195 cal,195 Cal,QUANTITY,139185.0,139192.0,,,,,,,,,,False,,,
nephew,,,,,nephew,NN,,NOUN,,,,,,False,,,
copes,,,,,copes,NNS,,NOUN,,,,,,False,,,
biting,,,,,biting,VBG,,VERB,,,,,,False,,,
unsuited,,,,,unsuited,JJ,,ADJ,,,,,,False,,,
elsewhere,,,,,,RB,,ADV,,,,,,False,,,
bühler,,,,,Bühler,NNP,ORG,PROPN,,,,,,False,,,
"the
army medical department","the
Army Medical Department",ORG,6479.0,6506.0,,,,,,,,,,False,,,
clarified,,,,,clarified,,,VERB,,,,,,False,,,
ambulances,,,,,,NNS,,NOUN,,,,,,False,,,
masel be,Masel BE,ORG,67481.0,67489.0,,,,,,,,,,False,,,
adopt,,,,,adopt,,,VERB,,,,,,False,,,
•puncture,,,,,•Puncture,VB,,VERB,,,,,,False,,,
fat,,,,,,,,,,,,,,False,,,
dewall,,,,,DeWall,NNP,,PROPN,,,,,,False,,,
malaria experiments,Malaria Experiments,ORG,112624.0,112643.0,,,,,,,,,,False,,,
comthe,,,,,comThe,NNP,,PROPN,,,,,,False,,,
1991;156(6):292–296,,,,,1991;156(6):292–296,CD,CARDINAL,NUM,,,,,,False,,,
leges,,,,,leges,NNS,,NOUN,,,,,,False,,,
termers,,,,,termers,NNP,,PROPN,,,,,,False,,,
walter reed army institute of research,Walter Reed Army Institute of Research,ORG,,,,,,,,,,,,False,,,
paresis/,,,,,paresis/,CD,,NUM,,,,,,False,,,
ovale,,,,,ovale,NN,,NOUN,,,,,,False,,,
sarajevo,,,,,Sarajevo,NNP,GPE,PROPN,,,,,,False,,,
q4–6h,,,,,q4–6h,NNP,ORG,PROPN,,,,,,False,,,
pandora’s box,Pandora’s Box,WORK_OF_ART,59232.0,59245.0,,,,,,,,,,False,,,
expend,,,,,expend,VB,,VERB,,,,,,False,,,
• us coast guard office,• US Coast Guard Office,ORG,38097.0,38120.0,,,,,,,,,,False,,,
understanding the principle of conservation,Understanding the Principle of Conservation,WORK_OF_ART,57597.0,57640.0,,,,,,,,,,False,,,
cumming,,,,,Cumming,NNP,,PROPN,,,,,,False,,,
•10,,,,,•10,NN,QUANTITY,NOUN,,,,,,False,,,
isotope,,,,,,,,,,,,,,False,,,
520,,,,,520,CD,CARDINAL,NUM,,,,,,False,,,
joint pub,Joint Pub,ORG,37389.0,37398.0,,,,,,,,,,False,,,
o’connell,,,,,O’Connell,NNP,,PROPN,,,,,,False,,,
caine,,,,,Caine,NNP,ORG,PROPN,,,,,,False,,,
initiated,,,,,initiated,,,VERB,,,,,,False,,,
https://hbr.org/2001/12/what-leaders-really-do?autocomplete=true,,,,,https://hbr.org/2001/12/what-leaders-really-do?autocomplete=true,JJ,,ADJ,,,,,,False,,,
by,,,,,,,,,,,,,,False,,,
1984;67:514–531,,,,,1984;67:514–531,ADD,CARDINAL,X,,,,,,False,,,
germaine,,,,,Germaine,NNP,ORG,PROPN,,,,,,False,,,
mutilate,,,,,mutilate,NN,,NOUN,,,,,,False,,,
painted,,,,,painted,,,VERB,,,,,,False,,,
"the amygdala, hippocampus","the amygdala, hippocampus",ORG,2710.0,2735.0,,,,,,,,,,False,,,
"the genetic health
court","the Genetic Health
Court",ORG,77098.0,77122.0,,,,,,,,,,False,,,
jeffer,,,,,Jeffer,NNP,,PROPN,,,,,,False,,,
embolus,,,,,embolus,NN,,NOUN,,,,,,False,,,
aberrant,,,,,aberrant,JJ,,ADJ,,,,,,False,,,
unquestionably,,,,,unquestionably,RB,,ADV,,,,,,False,,,
truthfully,,,,,truthfully,RB,,ADV,,,,,,False,,,
rapidly,,,,,,RB,,ADV,,,,,,False,,,
midline,,,,,midline,NN,,NOUN,,,,,,False,,,
harvard business review website,Harvard Business Review Website,ORG,73570.0,73601.0,,,,,,,,,,False,,,
that morning,,TIME,,,,,,,,,,,,False,,,
fitness%20program,,,,,Fitness%20Program,NNP,ORG,PROPN,,,,,,False,,,
amputated,,,,,amputated,,,,,,,,,False,,,
g-2 historical,G-2 Historical,ORG,163795.0,163809.0,,,,,,,,,,False,,,
main,,,,,,,,,,,,,,False,,,
dumbbell,,,,,dumbbell,NN,,NOUN,,,,,,False,,,
combat health support,Combat Health Support,ORG,141529.0,141550.0,,,,,,,,,,False,,,
deviations,,,,,deviations,NNS,,NOUN,,,,,,False,,,
record group,Record Group,ORG,150100.0,150112.0,,,,,,,,,,False,,,
corporate,,,,,,,,,,,,,,False,,,
beauchamp and childress,Beauchamp and Childress,ORG,,,,,,,,,,,,False,,,
"fort
detrick","Fort
Detrick",FAC,126314.0,126326.0,,,,,,,,,,False,,,
terrestrial,,,,,terrestrial,JJ,,ADJ,,,,,,False,,,
woodchopper,,,,,woodchopper,NN,,NOUN,,,,,,False,,,
1996;(4):115–135,,,,,1996;(4):115–135,CD,,NUM,,,,,,False,,,
15-6]44,15-6]44,CARDINAL,40492.0,40499.0,,,,,,,,,,False,,,
guantanamo,,,,,Guantanamo,NNP,,PROPN,,,,,,False,,,
hudak,,,,,Hudak,NNP,ORG,PROPN,,,,,,False,,,
blindfolds,,,,,blindfolds,NNS,,NOUN,,,,,,False,,,
expedients,,,,,expedients,NNS,,NOUN,,,,,,False,,,
